基金代码,拼音缩写,基金类型,基金简称,2021-01-13-单位净值,2021-01-13-累计净值,2021-01-12-单位净值,2021-01-12-累计净值,日增长值,日增长率,申购状态,赎回状态,手续费,scale,m_fee,c_fee,sale_fee,sub_fee
006069,ZJYXCZZQC,债券型,中加颐信纯债债券C,1.0202,1.1009,1.0196,1.1003,0.0006,0.06,开放申购,开放赎回,0.00%,0.0,0.3,0.1,0.1,0.00
006070,YHWFZQ,债券型,银河沃丰债券,1.0297,1.0844,1.0293,1.0840,0.0004,0.04,开放申购,开放赎回,0.80%,20.26,0.3,0.1,0.0,0.80
006071,YHRJZQA,债券型,银河睿嘉债券A,1.0170,1.0775,1.0167,1.0772,0.0003,0.03,开放申购,开放赎回,0.08%,13.17,0.3,0.1,0.0,0.08
006073,RBXRZDZZQA,债券型,人保鑫瑞中短债债券A,1.0513,1.0513,1.0512,1.0512,0.0001,0.01,开放申购,开放赎回,0.04%,1.43,0.4,0.14,0.0,0.04
006074,RBXRZDZZQC,债券型,人保鑫瑞中短债债券C,1.0455,1.0455,1.0453,1.0453,0.0002,0.02,开放申购,开放赎回,0.00%,1.04,0.4,0.14,0.26,0.00
006088,YYRYZQA,债券型,永赢润益债券A,1.0379,1.0949,1.0373,1.0943,0.0006,0.06,开放申购,开放赎回,0.08%,22.17,0.3,0.1,0.0,0.08
006089,YYRYZQC,债券型,永赢润益债券C,1.0363,1.0923,1.0357,1.0917,0.0006,0.06,开放申购,开放赎回,0.00%,0.0,0.3,0.1,0.2,0.00
006095,YYTYZQC,债券型,永赢泰益债券C,1.0411,1.0941,1.0407,1.0937,0.0004,0.04,开放申购,开放赎回,0.00%,0.0,0.3,0.1,0.2,0.00
006097,PAGDJZA,债券型,平安高等级债A,1.0440,1.0440,1.0439,1.0439,0.0001,0.01,开放申购,开放赎回,0.06%,0.52,0.3,0.1,0.0,0.06
006102,ZSFLZQZQ,债券型,浙商丰利增强债券,1.5236,1.5236,1.5381,1.5381,-0.0145,-0.94,开放申购,开放赎回,0.08%,2.14,0.8,0.2,0.0,0.08
006134,FGJRZZQX,债券型,富国金融债债券型,1.0172,1.0882,1.0162,1.0872,0.0010,0.10,开放申购,开放赎回,0.80%,1.87,0.3,0.1,0.0,0.80
006140,GFJJZQA,债券型,广发集嘉债券A,1.3194,1.3194,1.3205,1.3205,-0.0011,-0.08,开放申购,开放赎回,0.08%,0.33,0.7,0.2,0.0,0.08
006141,GFJJZQC,债券型,广发集嘉债券C,1.3131,1.3131,1.3142,1.3142,-0.0011,-0.08,开放申购,开放赎回,0.00%,0.24,0.7,0.2,0.4,0.00
006142,XYCLDQKFZQ,定开债券,鑫元淳利定期开放债券,1.0086,1.0861,1.0077,1.0852,0.0009,0.09,开放申购,开放赎回,0.60%,2.11,0.3,0.1,0.0,0.60
006145,QHKYDXZQA,债券型,前海开源鼎欣债券A,1.0540,1.5340,1.0535,1.5335,0.0005,0.05,开放申购,开放赎回,0.08%,11.72,0.3,0.1,0.0,0.08
006146,QHKYDXZQC,债券型,前海开源鼎欣债券C,1.0516,1.5316,1.0511,1.5311,0.0005,0.05,开放申购,开放赎回,0.00%,0.15,0.3,0.1,0.1,0.00
006147,BYRYKZZZQA,债券型,宝盈融源可转债债券A,1.2260,1.2260,1.2328,1.2328,-0.0068,-0.55,开放申购,开放赎回,0.08%,0.5,0.7,0.2,0.0,0.08
006148,BYRYKZZZQC,债券型,宝盈融源可转债债券C,1.2209,1.2209,1.2277,1.2277,-0.0068,-0.55,开放申购,开放赎回,0.00%,0.3,0.7,0.2,0.3,0.00
006151,NFJYZQ,债券型,南方交元债券,1.0439,1.0789,1.0435,1.0785,0.0004,0.04,开放申购,开放赎回,0.80%,7.35,0.3,0.1,0.0,0.80
006152,GLAZXCZA,债券型,国联安增鑫纯债A,1.0148,1.0588,1.0146,1.0586,0.0002,0.02,开放申购,开放赎回,0.60%,10.61,0.3,0.1,0.0,0.60
006153,GLAZXCZC,债券型,国联安增鑫纯债C,1.0154,1.0554,1.0151,1.0551,0.0003,0.03,开放申购,开放赎回,0.00%,0.0,0.3,0.1,0.05,0.00
006169,GYRFCZZQA,债券型,工银瑞福纯债债券A,1.0762,1.0762,1.0757,1.0757,0.0005,0.05,开放申购,开放赎回,0.04%,0.25,0.3,0.1,0.0,0.04
006170,GYRFCZZQC,债券型,工银瑞福纯债债券C,1.0668,1.0668,1.0663,1.0663,0.0005,0.05,开放申购,开放赎回,0.00%,0.34,0.3,0.1,0.4,0.00
006172,WJXYCZA,债券型,万家鑫悦纯债A,1.0147,1.0966,1.0140,1.0959,0.0007,0.07,开放申购,开放赎回,0.08%,24.07,0.3,0.1,0.0,0.08
006173,WJXYCZC,债券型,万家鑫悦纯债C,1.0121,1.0863,1.0114,1.0856,0.0007,0.07,开放申购,开放赎回,0.00%,0.26,0.3,0.1,0.4,0.00
006180,ZJYHCZZQ,债券型,中加颐合纯债债券,1.0171,1.0851,1.0164,1.0844,0.0007,0.07,开放申购,开放赎回,0.80%,44.07,0.3,0.1,0.0,0.80
006203,XJQHLHYQCZA,债券型,新疆前海联合泳祺纯债A,1.0615,1.0915,1.0609,1.0909,0.0006,0.06,开放申购,开放赎回,0.80%,8.27,0.3,0.1,0.0,0.80
006204,XJQHLHYQCZC,债券型,新疆前海联合泳祺纯债C,1.0731,1.1031,1.0725,1.1025,0.0006,0.06,开放申购,开放赎回,0.00%,0.38,0.3,0.1,0.4,0.00
006206,RTZYZQ,债券型,融通增悦债券,1.0182,1.0882,1.0176,1.0876,0.0006,0.06,开放申购,开放赎回,0.70%,15.66,0.3,0.1,0.0,0.70
006207,TKYTZQA,债券型,泰康裕泰债券A,1.1621,1.1621,1.1663,1.1663,-0.0042,-0.36,开放申购,开放赎回,0.08%,3.15,0.6,0.1,0.0,0.08
006208,TKYTZQC,债券型,泰康裕泰债券C,1.1598,1.1598,1.1640,1.1640,-0.0042,-0.36,开放申购,开放赎回,0.00%,1.78,0.6,0.1,0.1,0.00
006219,HFTDFDKZQ,定开债券,海富通鼎丰定开债券,1.0255,1.1125,1.0244,1.1114,0.0011,0.11,开放申购,开放赎回,0.80%,5.11,0.3,0.1,0.0,0.80
006224,ZYZZ35NQNFHZQ,债券指数,中银中债3-5年期农发行债券,1.0316,1.0932,1.0306,1.0922,0.0010,0.10,开放申购,开放赎回,0.08%,29.5,0.25,0.05,0.0,0.08
006254,CCJYZQ,债券型,长城久悦债券,1.1459,1.1459,1.1507,1.1507,-0.0048,-0.42,开放申购,开放赎回,0.08%,0.25,0.7,0.2,0.0,0.08
006258,HCWLWJTLZQC,债券型,华宸未来稳健添利债券C,1.1415,1.1415,1.1402,1.1402,0.0013,0.11,开放申购,开放赎回,0.00%,1.19,0.4,0.2,0.3,0.00
006285,PHQQZDZQDIIMYXHA,QDII,鹏华全球中短债(QDII)美元现汇A,,,0.1626,0.1643,,,开放申购,开放赎回,0.80%,3.37,0.9,0.2,0.0,0.80
006287,YYSYZQA,债券型,永赢盛益债券A,1.0364,1.0864,1.0357,1.0857,0.0007,0.07,开放申购,开放赎回,0.80%,9.8,0.3,0.1,0.0,0.80
006288,YYSYZQC,债券型,永赢盛益债券C,1.0337,1.0817,1.0330,1.0810,0.0007,0.07,开放申购,开放赎回,0.00%,0.0,0.3,0.1,0.2,0.00
006300,HBBFGDJZQA,债券型,华宝宝丰高等级债券A,1.0281,1.0881,1.0275,1.0875,0.0006,0.06,开放申购,开放赎回,0.08%,29.33,0.3,0.1,0.0,0.08
006301,HBBFGDJZQC,债券型,华宝宝丰高等级债券C,1.0294,1.0744,1.0288,1.0738,0.0006,0.06,开放申购,开放赎回,0.00%,0.04,0.3,0.1,0.25,0.00
006304,ZJYXCZZQ,债券型,中加颐鑫纯债债券,1.0219,1.0764,1.0212,1.0757,0.0007,0.07,开放申购,开放赎回,0.80%,29.77,0.3,0.1,0.0,0.80
006319,YFDARDZA,债券型,易方达安瑞短债A,1.0073,1.0673,1.0072,1.0672,0.0001,0.01,开放申购,开放赎回,0.04%,28.98,0.3,0.1,0.0,0.04
006320,YFDARDZC,债券型,易方达安瑞短债C,1.0064,1.0634,1.0063,1.0633,0.0001,0.01,开放申购,开放赎回,0.00%,4.42,0.3,0.1,0.2,0.00
006331,ZYGYQYZC,债券型,中银国有企业债C,1.0260,1.1340,1.0260,1.1340,0,0.00,开放申购,开放赎回,0.00%,0.03,0.3,0.1,0.3,0.00
006337,HAAPZQA,债券型,华安安浦债券A,1.0309,1.0809,1.0302,1.0802,0.0007,0.07,开放申购,开放赎回,0.80%,7.63,0.3,0.1,0.0,0.80
006338,HAAPZQC,债券型,华安安浦债券C,0.9336,0.9336,0.9329,0.9329,0.0007,0.08,开放申购,开放赎回,0.00%,3.41,0.3,0.1,0.1,0.00
006367,JYYXCZZQA,债券型,交银裕祥纯债债券A,1.0183,1.0783,1.0172,1.0772,0.0011,0.11,开放申购,开放赎回,0.80%,11.76,0.3,0.1,0.0,0.80
006368,JYYXCZZQC,债券型,交银裕祥纯债债券C,1,1,1,1,0,0.00,开放申购,开放赎回,0.00%,0.0,0.3,0.1,0.1,0.00
006403,YHRJZQC,债券型,银河睿嘉债券C,1.0184,1.0304,1.0181,1.0301,0.0003,0.03,开放申购,开放赎回,0.00%,0.0,0.3,0.1,0.1,0.00
006405,HFHSCZZQA,债券型,华富恒盛纯债债券A,1.0168,1.0668,1.0165,1.0665,0.0003,0.03,开放申购,开放赎回,0.06%,0.9,0.3,0.1,0.0,0.06
006406,HFHSCZZQC,债券型,华富恒盛纯债债券C,1.0102,1.0302,1.0098,1.0298,0.0004,0.04,开放申购,开放赎回,0.00%,0.0,0.3,0.1,0.4,0.00
006409,FGZZGKHZA,债券指数,富国中债国开行债A,1.0153,1.0783,1.0147,1.0777,0.0006,0.06,开放申购,开放赎回,0.50%,41.71,0.2,0.05,0.0,0.50
006410,FGZZGKHZC,债券指数,富国中债国开行债C,1.0126,1.0756,1.0120,1.0750,0.0006,0.06,开放申购,开放赎回,0.00%,0.0,0.2,0.05,0.1,0.00
006416,FZFBFLZQA,债券型,方正富邦丰利债券A,1.1918,1.1918,1.1935,1.1935,-0.0017,-0.14,开放申购,开放赎回,0.08%,0.09,0.7,0.2,0.0,0.08
006417,FZFBFLZQC,债券型,方正富邦丰利债券C,1.1802,1.1802,1.1818,1.1818,-0.0016,-0.14,开放申购,开放赎回,0.00%,0.0,0.7,0.2,0.4,0.00
006421,ZYHXZQ,债券型,中银弘享债券,1.0371,1.0771,1.0363,1.0763,0.0008,0.08,开放申购,开放赎回,0.08%,20.79,0.3,0.1,0.0,0.08
006422,JHPWCZA,债券型,嘉合磐稳纯债A,1.0016,1.0796,1.0007,1.0787,0.0009,0.09,开放申购,开放赎回,0.08%,12.12,0.3,0.1,0.0,0.08
006423,JHPWCZC,债券型,嘉合磐稳纯债C,0.9975,1.0755,0.9966,1.0746,0.0009,0.09,开放申购,开放赎回,0.00%,0.09,0.3,0.1,0.2,0.00
006431,HADLCZA,债券型,汇安鼎利纯债A,1.0141,1.0141,1.0137,1.0137,0.0004,0.04,开放申购,开放赎回,0.08%,0.0,0.6,0.1,0.0,0.08
006432,HADLCZC,债券型,汇安鼎利纯债C,1.0074,1.0074,1.0070,1.0070,0.0004,0.04,开放申购,开放赎回,0.00%,0.0,0.6,0.1,0.4,0.00
006436,PYASZDZA,债券型,浦银安盛中短债A,1.0806,1.0806,1.0805,1.0805,0.0001,0.01,开放申购,开放赎回,0.04%,1.97,0.3,0.05,0.0,0.04
006437,PYASZDZC,债券型,浦银安盛中短债C,1.0765,1.0765,1.0764,1.0764,0.0001,0.01,开放申购,开放赎回,0.00%,0.5,0.3,0.05,0.1,0.00
006451,HFHDJQGKZA,债券指数,华富恒定久期国开债A,1.0393,1.0723,1.0386,1.0716,0.0007,0.07,开放申购,开放赎回,0.05%,9.57,0.25,0.05,0.0,0.05
006452,HFHDJQGKZC,债券指数,华富恒定久期国开债C,1.0371,1.0701,1.0363,1.0693,0.0008,0.08,开放申购,开放赎回,0.00%,0.27,0.25,0.05,0.1,0.00
006464,PYASPYCZA,债券型,浦银安盛普益纯债A,1.0183,1.0743,1.0177,1.0737,0.0006,0.06,开放申购,开放赎回,0.80%,50.97,0.3,0.1,0.0,0.80
006465,PYASPYCZC,债券型,浦银安盛普益纯债C,1.0145,1.0665,1.0140,1.0660,0.0005,0.05,开放申购,开放赎回,0.00%,0.03,0.3,0.1,0.35,0.00
006466,PYASSZZQZQA,债券型,浦银安盛双债增强债券A,1.0966,1.0966,1.0966,1.0966,0,0.00,开放申购,开放赎回,0.08%,4.97,0.75,0.15,0.0,0.08
006467,PYASSZZQZQC,债券型,浦银安盛双债增强债券C,1.0903,1.0903,1.0903,1.0903,0,0.00,开放申购,开放赎回,0.00%,1.03,0.75,0.15,0.35,0.00
006473,ZSZZ15NJCKHA,债券指数,招商中债1-5年进出口行A,1.0225,1.0650,1.0220,1.0645,0.0005,0.05,开放申购,开放赎回,0.05%,10.63,0.25,0.05,0.0,0.05
006474,ZSZZ15NJCKHC,债券指数,招商中债1-5年进出口行C,1.0223,1.0635,1.0217,1.0629,0.0006,0.06,开放申购,开放赎回,0.00%,0.06,0.25,0.05,0.1,0.00
006481,HFTSQSDRZQA,债券指数,海富通上清所短融债券A,1.0196,1.0544,1.0195,1.0543,0.0001,0.01,开放申购,开放赎回,0.10%,1.49,0.25,0.05,0.0,0.10
006482,GFKZZZQA,债券型,广发可转债债券A,1.5584,1.5584,1.5588,1.5588,-0.0004,-0.03,开放申购,开放赎回,0.10%,0.87,0.8,0.2,0.0,0.10
006483,GFKZZZQC,债券型,广发可转债债券C,1.5815,1.5815,1.5818,1.5818,-0.0003,-0.02,开放申购,开放赎回,0.00%,0.48,0.8,0.2,0.4,0.00
006484,GFZZ13NGKZA,债券指数,广发中债1-3年国开债A,1.0285,1.0664,1.0278,1.0657,0.0007,0.07,开放申购,开放赎回,0.05%,41.96,0.15,0.05,0.0,0.05
006485,GFZZ13NGKZC,债券指数,广发中债1-3年国开债C,1.0266,1.0640,1.0259,1.0633,0.0007,0.07,开放申购,开放赎回,0.00%,0.03,0.15,0.05,0.1,0.00
006488,FRFK13NGKZCZA,债券型,富荣富开1-3年国开债纯债A,1.0182,1.0745,1.0177,1.0740,0.0005,0.05,开放申购,开放赎回,0.08%,25.69,0.3,0.1,0.0,0.08
006491,NF13NGKZA,债券指数,南方1-3年国开债A,1.0179,1.0759,1.0171,1.0751,0.0008,0.08,开放申购,开放赎回,0.06%,175.97,0.15,0.05,0.0,0.06
006492,NF13NGKZC,债券指数,南方1-3年国开债C,1.0153,1.0733,1.0144,1.0724,0.0009,0.09,开放申购,开放赎回,0.00%,0.82,0.15,0.05,0.1,0.00
006493,NF35NNFZA,债券指数,南方3-5年农发债A,1.0415,1.0775,1.0406,1.0766,0.0009,0.09,开放申购,开放赎回,0.06%,15.59,0.15,0.05,0.0,0.06
006494,NF35NNFZC,债券指数,南方3-5年农发债C,1.0467,1.0827,1.0457,1.0817,0.0010,0.10,开放申购,开放赎回,0.00%,0.02,0.15,0.05,0.1,0.00
006496,YHAYDZZQA,债券型,银华安盈短债债券A,1.0440,1.06,1.0437,1.0597,0.0003,0.03,开放申购,开放赎回,0.04%,12.53,0.3,0.1,0.0,0.04
006497,YHAYDZZQC,债券型,银华安盈短债债券C,1.0405,1.0565,1.0403,1.0563,0.0002,0.02,开放申购,开放赎回,0.00%,0.1,0.3,0.1,0.25,0.00
006500,JXRLZQZQA,债券型,建信润利增强债券A,1.0688,1.0688,1.0704,1.0704,-0.0016,-0.15,开放申购,开放赎回,0.80%,0.22,0.7,0.2,0.0,0.80
006501,JXRLZQZQC,债券型,建信润利增强债券C,1.0607,1.0607,1.0623,1.0623,-0.0016,-0.15,开放申购,开放赎回,0.00%,0.02,0.7,0.2,0.4,0.00
006515,ZSHJDZE,债券型,浙商汇金短债E,1.0199,1.0789,1.0198,1.0788,0.0001,0.01,开放申购,开放赎回,0.00%,3.22,0.3,0.1,0.25,0.00
006516,ZSHJDZA,债券型,浙商汇金短债A,1.0255,1.0845,1.0254,1.0844,0.0001,0.01,开放申购,开放赎回,0.03%,2.03,0.3,0.1,0.0,0.03
006517,NFJYDZA,债券型,南方吉元短债A,1.0220,1.07,1.0218,1.0698,0.0002,0.02,开放申购,开放赎回,0.04%,46.19,0.3,0.08,0.0,0.04
006518,NFJYDZC,债券型,南方吉元短债C,1.0130,1.0610,1.0128,1.0608,0.0002,0.02,开放申购,开放赎回,0.00%,2.12,0.3,0.08,0.4,0.00
006545,XYZDZA,债券型,兴银中短债A,1.0817,1.0817,1.0814,1.0814,0.0003,0.03,开放申购,开放赎回,0.03%,1.24,0.3,0.08,0.0,0.03
006546,XYZDZC,债券型,兴银中短债C,1.0781,1.0781,1.0777,1.0777,0.0004,0.04,开放申购,开放赎回,0.00%,2.13,0.3,0.08,0.3,0.00
006549,GJHYCZA,债券型,国金惠盈纯债A,1.0387,1.0757,1.0377,1.0747,0.0010,0.10,开放申购,开放赎回,0.06%,7.08,0.3,0.1,0.0,0.06
006562,ZODZZQC,债券型,中欧短债债券C,1.0223,1.1503,1.0220,1.15,0.0003,0.03,开放申购,开放赎回,0.00%,5.19,0.3,0.1,0.4,0.00
006572,BYYTCZZQC,债券型,宝盈盈泰纯债债券C,1.0988,1.1508,1.0985,1.1505,0.0003,0.03,开放申购,开放赎回,0.00%,0.35,0.4,0.1,0.5,0.00
006597,GTLXZDZZQA,债券型,国泰利享中短债债券A,1.0606,1.0606,1.0599,1.0599,0.0007,0.07,开放申购,开放赎回,0.03%,0.3,0.4,0.1,0.0,0.03
006598,GTLXZDZZQC,债券型,国泰利享中短债债券C,1.0566,1.0566,1.0560,1.0560,0.0006,0.06,开放申购,开放赎回,0.00%,0.69,0.4,0.1,0.25,0.00
006599,GSABAFCZZQ,债券型,国寿安保安丰纯债债券,1.0241,1.0711,1.0235,1.0705,0.0006,0.06,开放申购,开放赎回,0.08%,32.93,0.3,0.1,0.0,0.08
006606,HDYFZDZZQA,债券型,泓德裕丰中短债债券A,1.0754,1.0754,1.0752,1.0752,0.0002,0.02,开放申购,开放赎回,0.04%,3.01,0.3,0.1,0.0,0.04
006607,HDYFZDZZQC,债券型,泓德裕丰中短债债券C,1.0665,1.0665,1.0663,1.0663,0.0002,0.02,开放申购,开放赎回,0.00%,0.16,0.3,0.1,0.4,0.00
006618,CJKZZZQA,债券型,长江可转债债券A,1.3210,1.3210,1.3304,1.3304,-0.0094,-0.71,开放申购,开放赎回,0.08%,0.02,1.0,0.15,0.0,0.08
006619,CJKZZZQC,债券型,长江可转债债券C,1.3106,1.3106,1.32,1.32,-0.0094,-0.71,开放申购,开放赎回,0.00%,0.04,1.0,0.15,0.4,0.00
006626,SXZQCDZA,债券型,山西证券超短债A,1.0369,1.0789,1.0368,1.0788,0.0001,0.01,开放申购,开放赎回,0.04%,5.98,0.3,0.1,0.0,0.04
006627,SXZQCDZC,债券型,山西证券超短债C,1.0311,1.0731,1.0310,1.0730,0.0001,0.01,开放申购,开放赎回,0.00%,2.91,0.3,0.1,0.4,0.00
006633,BSZZ13ZJZZSA,债券指数,博时中债1-3政金债指数A,1.0105,1.0577,1.01,1.0572,0.0005,0.05,开放申购,开放赎回,0.06%,65.6,0.15,0.05,0.0,0.06
006634,BSZZ13ZJZZSC,债券指数,博时中债1-3政金债指数C,1.0099,1.0543,1.0094,1.0538,0.0005,0.05,开放申购,开放赎回,0.00%,0.01,0.15,0.05,0.1,0.00
006635,YYWYZQ,债券型,永赢伟益债券,1.0625,1.0815,1.0617,1.0807,0.0008,0.08,开放申购,开放赎回,0.80%,8.48,0.3,0.1,0.0,0.80
006636,HFHXCZZQA,债券型,华富恒欣纯债债券A,1.0452,1.0452,1.0447,1.0447,0.0005,0.05,开放申购,开放赎回,0.06%,0.62,0.3,0.1,0.0,0.06
006637,HFHXCZZQC,债券型,华富恒欣纯债债券C,1.0319,1.0319,1.0314,1.0314,0.0005,0.05,开放申购,开放赎回,0.00%,0.0,0.3,0.1,0.4,0.00
006640,ZJXY6GYDKZA,定开债券,中金新元6个月定开债A,1.0182,1.0802,1.0180,1.08,0.0002,0.02,开放申购,开放赎回,0.06%,2.01,0.3,0.1,0.0,0.06
006641,ZJXY6GYDKZC,定开债券,中金新元6个月定开债C,1.0215,1.0735,1.0213,1.0733,0.0002,0.02,开放申购,开放赎回,0.00%,0.0,0.3,0.1,0.3,0.00
006645,YHAFZDQZQ,债券型,银华安丰中短期债券,1.0319,1.0669,1.0313,1.0663,0.0006,0.06,开放申购,开放赎回,0.60%,66.1,0.3,0.1,0.0,0.60
006646,HTFDZZQA,债券型,汇添富短债债券A,1.0688,1.0748,1.0686,1.0746,0.0002,0.02,开放申购,开放赎回,0.04%,56.76,0.3,0.1,0.0,0.04
006647,HTFDZZQC,债券型,汇添富短债债券C,1.0604,1.0664,1.0602,1.0662,0.0002,0.02,开放申购,开放赎回,0.00%,12.65,0.3,0.1,0.4,0.00
006650,ZSAQZQ,债券型,招商安庆债券,1.1306,1.1306,1.1303,1.1303,0.0003,0.03,开放申购,开放赎回,0.08%,1.46,0.8,0.2,0.0,0.08
006662,YFDAYCDZA,债券型,易方达安悦超短债A,1.0140,1.0660,1.0139,1.0659,0.0001,0.01,开放申购,开放赎回,0.03%,18.84,0.2,0.05,0.0,0.03
006663,YFDAYCDZC,债券型,易方达安悦超短债C,1.0115,1.0635,1.0114,1.0634,0.0001,0.01,开放申购,开放赎回,0.00%,5.19,0.2,0.05,0.15,0.00
006664,YFDAYCDZF,债券型,易方达安悦超短债F,1.0130,1.0650,1.0129,1.0649,0.0001,0.01,开放申购,开放赎回,0.00%,0.08,0.2,0.05,0.01,0.00
006665,HXDKZQA,债券型,华夏鼎康债券A,1.0107,1.0545,1.0102,1.0540,0.0005,0.05,开放申购,开放赎回,0.80%,17.59,0.3,0.1,0.0,0.80
006666,HXDKZQC,债券型,华夏鼎康债券C,1.0098,1.0536,1.0093,1.0531,0.0005,0.05,开放申购,开放赎回,0.00%,0.0,0.3,0.1,0.1,0.00
006670,GFJXCZZQ,债券型,广发景秀纯债债券,1.0297,1.0612,1.0289,1.0604,0.0008,0.08,开放申购,开放赎回,0.80%,3.95,0.3,0.1,0.0,0.80
006672,GFZCDZZQA,债券型,广发招财短债债券A,1.0349,1.0535,1.0348,1.0534,0.0001,0.01,开放申购,开放赎回,0.04%,0.28,0.3,0.1,0.0,0.04
006673,GFZCDZZQC,债券型,广发招财短债债券C,1.0299,1.0462,1.0298,1.0461,0.0001,0.01,开放申购,开放赎回,0.00%,0.23,0.3,0.1,0.35,0.00
006674,DCJXCZZQB,债券型,大成景旭纯债债券B,1.0665,1.2290,1.0659,1.2284,0.0006,0.06,开放申购,开放赎回,,43.04,0.3,0.1,0.0,0.0
006677,ZYWHDZZQA,债券型,中银稳汇短债债券A,1.0414,1.0678,1.0410,1.0674,0.0004,0.04,开放申购,开放赎回,0.03%,0.91,0.3,0.1,0.0,0.03
006678,ZYWHDZZQC,债券型,中银稳汇短债债券C,1.0394,1.0658,1.0390,1.0654,0.0004,0.04,开放申购,开放赎回,0.00%,0.22,0.3,0.1,0.1,0.00
006681,JSCCJTJLCZ,债券型,景顺长城景泰聚利纯债,1.0705,1.0705,1.0703,1.0703,0.0002,0.02,开放申购,开放赎回,0.80%,18.57,0.3,0.1,0.0,0.80
006695,XHXRXZDZC,债券型,新华鑫日享中短债C,1.0670,1.0670,1.0666,1.0666,0.0004,0.04,开放申购,开放赎回,0.00%,1.14,0.3,0.1,0.3,0.00
006731,FZFBFLCZA,债券型,方正富邦富利纯债A,1.0501,1.0701,1.0496,1.0696,0.0005,0.05,开放申购,开放赎回,0.08%,0.11,0.3,0.1,0.0,0.08
006732,FZFBFLCZC,债券型,方正富邦富利纯债C,1.0434,1.0634,1.0430,1.0630,0.0004,0.04,开放申购,开放赎回,0.00%,0.08,0.3,0.1,0.3,0.00
006734,GJHXDZZQA,债券型,国金惠鑫短债债券A,1.0554,1.0554,1.0552,1.0552,0.0002,0.02,开放申购,开放赎回,0.035%,0.75,0.3,0.1,0.0,0.035
006735,GJHXDZZQC,债券型,国金惠鑫短债债券C,1.0506,1.0506,1.0504,1.0504,0.0002,0.02,开放申购,开放赎回,0.00%,1.45,0.3,0.1,0.25,0.00
006738,GYRXTHZQA,债券型,工银瑞信添慧债券A,1.1924,1.1924,1.1949,1.1949,-0.0025,-0.21,开放申购,开放赎回,0.08%,0.93,0.6,0.1,0.0,0.08
006739,GYRXTHZQC,债券型,工银瑞信添慧债券C,1.1847,1.1847,1.1872,1.1872,-0.0025,-0.21,开放申购,开放赎回,0.00%,0.26,0.6,0.1,0.4,0.00
006742,NFZYZQ,债券型,南方臻元债券,1.0245,1.0645,1.0238,1.0638,0.0007,0.07,开放申购,开放赎回,0.80%,18.32,0.3,0.1,0.0,0.80
006745,JYZZ13NNFZZSA,债券指数,交银中债1-3年农发债指数A,1.0268,1.0588,1.0264,1.0584,0.0004,0.04,开放申购,开放赎回,0.08%,60.2,0.15,0.05,0.0,0.08
006760,GJHYCZC,债券型,国金惠盈纯债C,1.0374,1.0704,1.0364,1.0694,0.0010,0.10,开放申购,开放赎回,0.00%,1.16,0.3,0.1,0.2,0.00
006761,YHJYZQ,债券型,银河家盈债券,2.1420,2.4480,2.1408,2.4468,0.0012,0.06,开放申购,开放赎回,0.80%,17.15,0.3,0.1,0.0,0.80
006764,JSCCJTXLCZ,债券型,景顺长城景泰鑫利纯债,1.0322,1.0322,1.0321,1.0321,0.0001,0.01,开放申购,开放赎回,0.80%,1.28,0.3,0.1,0.0,0.80
006767,YHJYZQ,债券型,银河嘉裕债券,1.4385,1.5535,1.4377,1.5527,0.0008,0.06,开放申购,开放赎回,0.80%,16.25,0.3,0.1,0.0,0.80
006772,HTFFRZDZ,债券型,汇添富丰润中短债,1.0216,1.0666,1.0209,1.0659,0.0007,0.07,开放申购,开放赎回,0.40%,74.29,0.25,0.08,0.0,0.40
006773,GSABZRZDZZQA,债券型,国寿安保尊荣中短债债券A,1.0680,1.0680,1.0674,1.0674,0.0006,0.06,开放申购,开放赎回,0.04%,45.77,0.3,0.1,0.0,0.04
006774,GSABZRZDZZQC,债券型,国寿安保尊荣中短债债券C,1.0618,1.0618,1.0612,1.0612,0.0006,0.06,开放申购,开放赎回,0.00%,8.41,0.3,0.1,0.3,0.00
006793,JYWXDZZQA,债券型,交银稳鑫短债债券A,1.0520,1.0620,1.0518,1.0618,0.0002,0.02,开放申购,开放赎回,0.03%,38.47,0.3,0.1,0.0,0.03
006794,JYWXDZZQC,债券型,交银稳鑫短债债券C,1.0437,1.0537,1.0435,1.0535,0.0002,0.02,开放申购,开放赎回,0.00%,0.14,0.3,0.1,0.4,0.00
006799,CTHYZDZZQA,债券型,财通鸿运中短债债券A,1.0771,1.0871,1.0769,1.0869,0.0002,0.02,开放申购,开放赎回,0.04%,1.34,0.3,0.08,0.0,0.04
006800,CTHYZDZZQC,债券型,财通鸿运中短债债券C,1.0684,1.0784,1.0682,1.0782,0.0002,0.02,开放申购,开放赎回,0.00%,0.53,0.3,0.08,0.4,0.00
006806,XBLDTYDZZQA,债券型,西部利得添盈短债债券A,1.0195,1.0195,1.0195,1.0195,0,0.00,开放申购,开放赎回,0.01%,0.01,0.3,0.1,0.0,0.01
006807,XBLDTYDZZQC,债券型,西部利得添盈短债债券C,1.0195,1.0195,1.0195,1.0195,0,0.00,开放申购,开放赎回,0.00%,0.05,0.3,0.1,0.1,0.00
006808,XBLDTYDZZQE,债券型,西部利得添盈短债债券E,1.0149,1.0149,1.0149,1.0149,0,0.00,开放申购,开放赎回,0.00%,0.0,0.3,0.1,0.25,0.00
