基金代码,拼音缩写,基金类型,基金简称,2021-01-13-单位净值,2021-01-13-累计净值,2021-01-12-单位净值,2021-01-12-累计净值,日增长值,日增长率,申购状态,赎回状态,手续费,scale,m_fee,c_fee,sale_fee,sub_fee
004264,HFTRHCZ,债券型,海富通瑞合纯债,1.0445,1.1655,1.0440,1.1650,0.0005,0.05,开放申购,开放赎回,0.08%,2.08,0.3,0.1,0.0,0.08
004267,JYCJZLZQLOFE,债券型,金鹰持久增利债券(LOF)E,1.51,1.51,1.5139,1.5139,-0.0039,-0.26,开放申购,开放赎回,0.06%,3.06,0.7,0.2,0.0,0.06
004322,CJHXZLCZ,债券型,创金合信尊隆纯债,1.0508,1.1388,1.0504,1.1384,0.0004,0.04,开放申购,开放赎回,0.08%,2.03,0.3,0.1,0.0,0.08
004333,JYYSZQXFQSE,债券型,金鹰元盛债券型发起式E,1.19,1.3910,1.1890,1.39,0.0010,0.08,开放申购,开放赎回,0.06%,0.21,0.7,0.2,0.0,0.06
004389,DCHMCZZQ,债券型,大成惠明纯债债券,1.1652,1.1652,1.1648,1.1648,0.0004,0.03,开放申购,开放赎回,0.80%,6.43,0.3,0.1,0.0,0.80
004400,JXMXZQA,债券型,金信民兴债券A,1.0381,2.0472,1.0380,2.0471,0.0001,0.01,开放申购,开放赎回,0.08%,4.66,0.6,0.15,0.0,0.08
004401,JXMXZQC,债券型,金信民兴债券C,1.2116,1.2116,1.2115,1.2115,0.0001,0.01,开放申购,开放赎回,0.00%,0.01,0.6,0.15,0.4,0.00
004402,JXMWZQC,债券型,金信民旺债券C,1.1328,1.1328,1.1343,1.1343,-0.0015,-0.13,开放申购,开放赎回,0.00%,0.13,0.6,0.15,0.4,0.00
004419,HTFMYZZQRMBA,QDII,汇添富美元债债券人民币A,,,1.0894,1.0894,,,开放申购,开放赎回,0.08%,2.59,0.8,0.22,0.0,0.08
004420,HTFMYZZQRMBC,QDII,汇添富美元债债券人民币C,,,1.0790,1.0790,,,开放申购,开放赎回,0.00%,0.77,0.8,0.22,0.4,0.00
004421,HTFMYZZQMYXHA,QDII,汇添富美元债债券美元现汇A,,,1.1522,1.1522,,,开放申购,开放赎回,0.80%,1.1,0.8,0.22,0.0,0.80
004422,HTFMYZZQMYXHC,QDII,汇添富美元债债券美元现汇C,,,1.1379,1.1379,,,开放申购,开放赎回,0.00%,0.05,0.8,0.22,0.4,0.00
004427,JYZLZQZQA,债券型,交银增利增强债券A,1.1409,1.4299,1.1411,1.4301,-0.0002,-0.02,开放申购,开放赎回,0.08%,16.69,0.6,0.2,0.0,0.08
004428,JYZLZQZQC,债券型,交银增利增强债券C,1.1379,1.4119,1.1382,1.4122,-0.0003,-0.03,开放申购,开放赎回,0.00%,3.91,0.6,0.2,0.4,0.00
004441,FRFXCZ,债券型,富荣富兴纯债,1.1328,1.2088,1.1326,1.2086,0.0002,0.02,开放申购,开放赎回,0.08%,2.08,0.3,0.1,0.0,0.08
004486,JSWYZQ,债券型,嘉实稳怡债券,1.1598,1.1598,1.1624,1.1624,-0.0026,-0.22,开放申购,开放赎回,0.80%,0.29,0.6,0.1,0.0,0.80
004547,HXWDSLZQA,债券型,华夏稳定双利债券A,1.0230,1.1712,1.0228,1.1710,0.0002,0.02,开放申购,开放赎回,0.08%,0.17,0.65,0.2,0.0,0.08
004564,BXRFDLZQA,债券型,北信瑞丰鼎利债券A,1.0710,1.0710,1.0705,1.0705,0.0005,0.05,开放申购,开放赎回,0.08%,3.32,0.6,0.1,0.0,0.08
004571,WJJRZQA,债券型,万家家瑞债券A,1.2302,1.2302,1.2352,1.2352,-0.0050,-0.40,开放申购,开放赎回,0.08%,6.17,0.7,0.2,0.0,0.08
004572,WJJRZQC,债券型,万家家瑞债券C,1.2146,1.2146,1.2196,1.2196,-0.0050,-0.41,开放申购,开放赎回,0.00%,0.82,0.7,0.2,0.4,0.00
004602,QHKYRHZQA,债券型,前海开源润和债券A,1.1340,1.1690,1.1324,1.1674,0.0016,0.14,开放申购,开放赎回,0.08%,3.14,0.3,0.1,0.0,0.08
004603,QHKYRHZQC,债券型,前海开源润和债券C,1.1314,1.1564,1.1298,1.1548,0.0016,0.14,开放申购,开放赎回,0.00%,0.54,0.3,0.1,0.1,0.00
004629,GSABARCZZQ,债券型,国寿安保安瑞纯债债券,1.0357,1.1342,1.0354,1.1339,0.0003,0.03,开放申购,开放赎回,0.80%,21.43,0.3,0.1,0.0,0.80
004647,XHDLZQA,债券型,新华鼎利债券A,1.0934,1.0934,1.0942,1.0942,-0.0008,-0.07,开放申购,开放赎回,0.08%,0.35,0.7,0.2,0.0,0.08
004651,CXLFZQE,债券型,长信利丰债券E,1.3920,1.6690,1.3940,1.6710,-0.0020,-0.14,开放申购,开放赎回,0.00%,0.02,0.7,0.2,0.4,0.00
004705,NFXYZQA,债券型,南方祥元债券A,1.0977,1.1757,1.0969,1.1749,0.0008,0.07,开放申购,开放赎回,0.08%,3.99,0.7,0.2,0.0,0.08
004706,NFXYZQC,债券型,南方祥元债券C,1.0818,1.1598,1.0810,1.1590,0.0008,0.07,开放申购,开放赎回,0.00%,2.87,0.7,0.2,0.4,0.00
004728,ZOJTZQA,债券型,中欧瑾泰债券A,1.0583,1.1393,1.0577,1.1387,0.0006,0.06,开放申购,开放赎回,0.06%,68.33,0.3,0.1,0.0,0.06
004729,ZOJTZQC,债券型,中欧瑾泰债券C,1.0253,1.1063,1.0247,1.1057,0.0006,0.06,开放申购,开放赎回,0.00%,0.02,0.3,0.1,0.1,0.00
004767,ZYZXZQ,债券型,中银智享债券,1.0530,1.1606,1.0527,1.1603,0.0003,0.03,开放申购,开放赎回,0.08%,11.96,0.6,0.1,0.0,0.08
004807,ZYZQAHZQA,债券型,中银证券安弘债券A,1.2482,1.2482,1.2525,1.2525,-0.0043,-0.34,开放申购,开放赎回,0.08%,4.02,0.6,0.1,0.0,0.08
004808,ZYZQAHZQC,债券型,中银证券安弘债券C,1.2406,1.2406,1.2449,1.2449,-0.0043,-0.35,开放申购,开放赎回,0.00%,0.24,0.6,0.1,0.35,0.00
004838,XDAYAYCZ,债券型,信达澳银安益纯债,1.0093,1.0984,1.0087,1.0978,0.0006,0.06,开放申购,开放赎回,0.08%,1.95,0.3,0.1,0.0,0.08
004839,YHAYZDZSYCYQZQA,债券型,银华安颐中短债双月持有期债券A,1.0044,1.0044,1.0041,1.0041,0.0003,0.03,开放申购,暂停赎回,0.03%,3.22,0.3,0.08,0.0,0.03
004885,CXXYZQ,债券型,长信先优债券,1.2763,1.2763,1.2762,1.2762,0.0001,0.01,开放申购,开放赎回,0.08%,13.35,0.6,0.1,0.0,0.08
004897,CAHYCZZQA,债券型,长安泓源纯债债券A,1.1478,1.1478,1.1477,1.1477,0.0001,0.01,开放申购,开放赎回,0.04%,0.69,0.5,0.1,0.0,0.04
004898,CAHYCZZQC,债券型,长安泓源纯债债券C,1.1559,1.1559,1.1558,1.1558,0.0001,0.01,开放申购,开放赎回,0.00%,0.64,0.5,0.1,0.15,0.00
004902,FGFLZQZQ,债券型,富国丰利增强债券,1.1819,1.1819,1.1841,1.1841,-0.0022,-0.19,开放申购,开放赎回,0.08%,3.06,0.4,0.1,0.0,0.08
004907,CAHFZDZZQA,债券型,长安泓沣中短债债券A,1.1880,1.1880,1.1879,1.1879,0.0001,0.01,开放申购,开放赎回,0.04%,0.09,0.4,0.1,0.0,0.04
004908,CAHFZDZZQC,债券型,长安泓沣中短债债券C,1.1812,1.1812,1.1810,1.1810,0.0002,0.02,开放申购,开放赎回,0.00%,0.5,0.4,0.1,0.15,0.00
004954,ZYZQZGDJZQA,债券型,中银证券中高等级债券A,1.0377,1.0677,1.0373,1.0673,0.0004,0.04,开放申购,开放赎回,0.08%,10.76,0.3,0.1,0.0,0.08
004955,ZYZQZGDJZQC,债券型,中银证券中高等级债券C,1.0408,1.0708,1.0404,1.0704,0.0004,0.04,开放申购,开放赎回,0.00%,0.1,0.3,0.1,0.04,0.00
004956,ZYZQAYZQA,债券型,中银证券安誉债券A,1.0395,1.0955,1.0388,1.0948,0.0007,0.07,开放申购,开放赎回,0.08%,6.13,0.3,0.1,0.0,0.08
004957,ZYZQAYZQC,债券型,中银证券安誉债券C,1.9544,2.0104,1.9531,2.0091,0.0013,0.07,开放申购,开放赎回,0.00%,0.02,0.3,0.1,0.05,0.00
004981,XHXRXZDZA,债券型,新华鑫日享中短债A,1.0733,1.0733,1.0730,1.0730,0.0003,0.03,开放申购,开放赎回,0.04%,13.79,0.3,0.1,0.0,0.04
004993,ZOKZZZQA,债券型,中欧可转债债券A,1.4977,1.4977,1.5065,1.5065,-0.0088,-0.58,开放申购,开放赎回,0.08%,15.45,1.0,0.2,0.0,0.08
004994,ZOKZZZQC,债券型,中欧可转债债券C,1.4807,1.4807,1.4895,1.4895,-0.0088,-0.59,开放申购,开放赎回,0.00%,8.94,1.0,0.2,0.4,0.00
004998,CXQQZQRMB,QDII,长信全球债券人民币,,,1.2526,1.2526,,,开放申购,开放赎回,0.08%,9.63,1.0,0.25,0.0,0.08
004999,CXQQZQMY,QDII,长信全球债券美元,,,0.1932,0.1932,,,开放申购,开放赎回,0.80%,9.63,1.0,0.25,0.0,0.80
005008,DFHHYZQZ,债券型,东方红汇阳债券Z,1.1327,1.2927,1.1310,1.2910,0.0017,0.15,开放申购,开放赎回,0.80%,0.91,0.7,0.2,0.0,0.80
005010,JYTRZDZA,债券型,金鹰添瑞中短债A,1.0289,1.1369,1.0286,1.1366,0.0003,0.03,开放申购,开放赎回,0.04%,7.82,0.3,0.1,0.0,0.04
005011,JYTRZDZC,债券型,金鹰添瑞中短债C,1.0157,1.1227,1.0155,1.1225,0.0002,0.02,开放申购,开放赎回,0.00%,2.77,0.3,0.1,0.4,0.00
005019,GTRYHT6GYZQ,定开债券,国投瑞银和泰6个月债券,1.0263,1.1467,1.0258,1.1462,0.0005,0.05,开放申购,开放赎回,0.60%,30.8,0.3,0.1,0.0,0.60
005025,JYFYSYZQC,债券型,交银丰盈收益债券C,1.1558,1.1558,1.1550,1.1550,0.0008,0.07,开放申购,开放赎回,0.00%,0.05,0.3,0.1,0.4,0.00
005047,NHRYCZA,债券型,南华瑞扬纯债A,1.0095,1.0095,1.0093,1.0093,0.0002,0.02,开放申购,开放赎回,0.06%,0.03,0.3,0.1,0.0,0.06
005048,NHRYCZC,债券型,南华瑞扬纯债C,0.9804,0.9804,0.9801,0.9801,0.0003,0.03,开放申购,开放赎回,0.00%,0.02,0.3,0.1,0.2,0.00
005054,TKRKCZZQ,债券型,泰康瑞坤纯债债券,1.1036,1.1527,1.1034,1.1525,0.0002,0.02,开放申购,开放赎回,0.00%,1.23,0.4,0.1,0.1,0.00
005078,FGBLZQZQ,债券型,富国宝利增强债券,1.2334,1.2334,1.2329,1.2329,0.0005,0.04,开放申购,开放赎回,0.08%,1.75,0.4,0.1,0.0,0.08
005079,XYXRXDZA,债券型,兴银鑫日享短债A,1.0411,1.0411,1.0405,1.0405,0.0006,0.06,开放申购,开放赎回,0.03%,2.13,0.3,0.08,0.0,0.03
005099,YFDFHCZA,债券型,易方达富华纯债A,0.9956,0.9956,0.9956,0.9956,0,0.00,开放申购,开放赎回,0.80%,0.0,0.3,0.1,0.0,0.80
005121,FGXLZQZQ,债券型,富国兴利增强债券,1.3831,1.3831,1.3865,1.3865,-0.0034,-0.25,开放申购,开放赎回,0.08%,0.89,0.4,0.1,0.0,0.08
005138,QHKYHFZQA,债券型,前海开源弘丰债券A,1.0252,1.5152,1.0250,1.5150,0.0002,0.02,开放申购,开放赎回,0.08%,3.39,0.6,0.1,0.0,0.08
005139,QHKYHFZQC,债券型,前海开源弘丰债券C,1.0157,1.5057,1.0156,1.5056,0.0001,0.01,开放申购,开放赎回,0.00%,0.02,0.6,0.1,0.4,0.00
005159,HTBXZHZQA,债券型,华泰保兴尊合债券A,1.2158,1.2158,1.2165,1.2165,-0.0007,-0.06,开放申购,开放赎回,0.08%,24.07,0.6,0.2,0.0,0.08
005160,HTBXZHZQC,债券型,华泰保兴尊合债券C,1.2085,1.2085,1.2092,1.2092,-0.0007,-0.06,开放申购,开放赎回,0.00%,0.73,0.6,0.2,0.2,0.00
005171,FGJLCZZQ,债券型,富国景利纯债债券,1.0201,1.1546,1.0196,1.1541,0.0005,0.05,开放申购,开放赎回,0.80%,9.87,0.3,0.1,0.0,0.80
005193,BXRFDLZQC,债券型,北信瑞丰鼎利债券C,1.0602,1.0602,1.0597,1.0597,0.0005,0.05,开放申购,开放赎回,0.00%,0.01,0.6,0.1,0.35,0.00
005200,PYASPRCZA,债券型,浦银安盛普瑞纯债A,1.0288,1.0598,1.0284,1.0594,0.0004,0.04,开放申购,开放赎回,0.80%,41.1,0.3,0.1,0.0,0.80
005201,PYASPRCZC,债券型,浦银安盛普瑞纯债C,1.0266,1.0516,1.0263,1.0513,0.0003,0.03,开放申购,开放赎回,0.00%,0.0,0.3,0.1,0.35,0.00
005246,GTKZZZQ,债券型,国泰可转债债券,1.4257,1.4257,1.4340,1.4340,-0.0083,-0.58,开放申购,开放赎回,0.08%,2.76,0.7,0.2,0.0,0.08
005271,AXHLZQZQA,债券型,安信恒利增强债券A,1.1382,1.1382,1.1426,1.1426,-0.0044,-0.39,开放申购,开放赎回,0.08%,0.04,0.7,0.2,0.0,0.08
005272,AXHLZQZQC,债券型,安信恒利增强债券C,1.1294,1.1294,1.1337,1.1337,-0.0043,-0.38,开放申购,开放赎回,0.00%,0.01,0.7,0.2,0.3,0.00
005273,HSKZZZQA,债券型,华商可转债债券A,1.4328,1.4328,1.4379,1.4379,-0.0051,-0.35,开放申购,开放赎回,0.08%,0.62,0.7,0.2,0.0,0.08
005284,HSKZZZQC,债券型,华商可转债债券C,1.4218,1.4218,1.4268,1.4268,-0.0050,-0.35,开放申购,开放赎回,0.00%,1.18,0.7,0.2,0.4,0.00
005301,QHKYHZZQFQSA,债券型,前海开源弘泽债券发起式A,1.7522,1.7522,1.7543,1.7543,-0.0021,-0.12,开放申购,开放赎回,0.08%,0.06,0.6,0.1,0.0,0.08
005302,QHKYHZZQFQSC,债券型,前海开源弘泽债券发起式C,1.7456,1.7456,1.7477,1.7477,-0.0021,-0.12,开放申购,开放赎回,0.00%,0.13,0.6,0.1,0.4,0.00
005345,CAHRCZZQA,债券型,长安泓润纯债债券A,1.1254,1.1254,1.1244,1.1244,0.0010,0.09,开放申购,开放赎回,0.08%,0.28,0.3,0.1,0.0,0.08
005346,CAHRCZZQC,债券型,长安泓润纯债债券C,1.1196,1.1196,1.1185,1.1185,0.0011,0.10,开放申购,开放赎回,0.00%,0.44,0.3,0.1,0.2,0.00
005350,NDDZZQA,债券型,诺德短债债券A,1.0314,1.0314,1.0313,1.0313,0.0001,0.01,开放申购,开放赎回,0.03%,0.19,0.3,0.07,0.0,0.03
005362,ZYZQAYZQA,债券型,中银证券安源债券A,1.0506,1.0645,1.0502,1.0641,0.0004,0.04,开放申购,开放赎回,0.80%,10.64,0.3,0.1,0.0,0.80
005363,ZYZQAYZQC,债券型,中银证券安源债券C,1.0517,1.0652,1.0514,1.0649,0.0003,0.03,开放申购,开放赎回,0.00%,0.01,0.3,0.1,0.1,0.00
005366,STMGFRZQA,债券型,上投摩根丰瑞债券A,1.0063,1.1230,1.0056,1.1223,0.0007,0.07,开放申购,开放赎回,0.08%,12.74,0.3,0.1,0.0,0.08
005367,STMGFRZQC,债券型,上投摩根丰瑞债券C,1.0062,1.1243,1.0055,1.1236,0.0007,0.07,开放申购,开放赎回,0.00%,0.0,0.3,0.1,0.1,0.00
005419,ZOJRZQA,债券型,中欧聚瑞债券A,1.0111,1.0111,1.0109,1.0109,0.0002,0.02,开放申购,开放赎回,0.08%,11.37,0.3,0.1,0.0,0.08
005420,ZOJRZQC,债券型,中欧聚瑞债券C,1.0056,1.0056,1.0055,1.0055,0.0001,0.01,开放申购,开放赎回,0.00%,0.0,0.3,0.1,0.5,0.00
005451,PYSLZQA,债券型,鹏扬双利债券A,1.2191,1.2191,1.2185,1.2185,0.0006,0.05,开放申购,开放赎回,0.08%,3.37,0.6,0.2,0.0,0.08
005452,PYSLZQC,债券型,鹏扬双利债券C,1.2049,1.2049,1.2043,1.2043,0.0006,0.05,开放申购,开放赎回,0.00%,0.31,0.6,0.2,0.4,0.00
005461,NFXYZZ,债券型,南方希元转债,1.6950,1.6950,1.7082,1.7082,-0.0132,-0.77,开放申购,开放赎回,0.08%,17.6,1.0,0.2,0.0,0.08
005503,HTFLC60TZQE,债券型,汇添富理财60天债券E,1.0432,1.0432,1.0431,1.0431,0.0001,0.01,开放申购,开放赎回,0.00%,2.47,0.27,0.08,0.15,0.00
005513,NHRHZDZZQA,债券型,南华瑞恒中短债债券A,1.0490,1.0490,1.0488,1.0488,0.0002,0.02,开放申购,开放赎回,0.04%,0.03,0.3,0.1,0.0,0.04
005514,NHRHZDZZQC,债券型,南华瑞恒中短债债券C,1.0534,1.0534,1.0532,1.0532,0.0002,0.02,开放申购,开放赎回,0.00%,0.0,0.3,0.1,0.3,0.00
005577,JYFSSYZQA,债券型,交银丰晟收益债券A,1.0679,1.1579,1.0676,1.1576,0.0003,0.03,开放申购,开放赎回,0.08%,2.95,0.3,0.1,0.0,0.08
005578,JYFSSYZQC,债券型,交银丰晟收益债券C,1.0609,1.1409,1.0606,1.1406,0.0003,0.03,开放申购,开放赎回,0.00%,0.0,0.3,0.1,0.6,0.00
005579,GDSLZQA,债券型,光大晟利债券A,1.0875,1.0875,1.0892,1.0892,-0.0017,-0.16,开放申购,开放赎回,0.08%,0.55,0.6,0.1,0.0,0.08
005580,GDSLZQC,债券型,光大晟利债券C,1.0732,1.0732,1.0749,1.0749,-0.0017,-0.16,开放申购,开放赎回,0.00%,0.45,0.6,0.1,0.4,0.00
005623,GFZZ13NNFZZSA,债券指数,广发中债1-3年农发债指数A,1.0362,1.1053,1.0358,1.1049,0.0004,0.04,开放申购,开放赎回,0.05%,47.19,0.15,0.05,0.0,0.05
005624,GFZZ13NNFZZSC,债券指数,广发中债1-3年农发债指数C,1.0611,1.1437,1.0606,1.1432,0.0005,0.05,开放申购,开放赎回,0.00%,0.08,0.15,0.05,0.1,0.00
005656,GDAZZQA,债券型,光大安泽债券A,1.1225,1.1881,1.1248,1.1904,-0.0023,-0.20,开放申购,开放赎回,0.08%,33.81,0.6,0.15,0.0,0.08
005657,GDAZZQC,债券型,光大安泽债券C,1.1132,1.1770,1.1154,1.1792,-0.0022,-0.20,开放申购,开放赎回,0.00%,7.45,0.6,0.15,0.4,0.00
005670,JSZXDKZFQS,定开债券,嘉实致兴定开债发起式,0.9607,1.0887,0.9603,1.0883,0.0004,0.04,开放申购,开放赎回,0.80%,32.19,0.3,0.1,0.0,0.80
005678,AXZXTYZQA,债券型,安信尊享添益债券A,1.1555,1.1555,1.1559,1.1559,-0.0004,-0.03,开放申购,开放赎回,0.06%,64.41,0.6,0.1,0.0,0.06
005690,ZYAXZQ,债券型,中银安享债券,1.0196,1.0743,1.0187,1.0734,0.0009,0.09,开放申购,开放赎回,0.08%,40.0,0.3,0.1,0.0,0.08
005705,YYHYZQ,债券型,永赢恒益债券,1.0421,1.1111,1.0415,1.1105,0.0006,0.06,开放申购,开放赎回,0.08%,65.42,0.3,0.1,0.0,0.08
005717,XYJYZQA,债券型,兴业机遇债券A,1.1739,1.2439,1.1740,1.2440,-0.0001,-0.01,开放申购,开放赎回,0.08%,0.82,0.7,0.15,0.0,0.08
005722,QHLHHRDKZQ,定开债券,前海联合泓瑞定开债券,1.0126,1.1223,1.0120,1.1217,0.0006,0.06,开放申购,开放赎回,0.80%,50.46,0.3,0.1,0.0,0.80
005750,PASZTYZQA,债券型,平安双债添益债券A,1.2633,1.2633,1.2703,1.2703,-0.0070,-0.55,开放申购,开放赎回,0.08%,0.63,0.8,0.2,0.0,0.08
005751,PASZTYZQC,债券型,平安双债添益债券C,1.2503,1.2503,1.2572,1.2572,-0.0069,-0.55,开放申购,开放赎回,0.00%,0.39,0.8,0.2,0.4,0.00
005771,YHKZZZQ,债券型,银华可转债债券,1.5387,1.5387,1.5474,1.5474,-0.0087,-0.56,开放申购,开放赎回,0.08%,2.36,0.8,0.2,0.0,0.08
005792,HXDFSGYDKZC,定开债券,华夏鼎福三个月定开债C,,,,,,,开放申购,开放赎回,0.00%,0.0,0.3,0.1,0.1,0.00
005793,HFKZZZQ,债券型,华富可转债债券,1.2966,1.2966,1.3065,1.3065,-0.0099,-0.76,开放申购,开放赎回,0.08%,0.12,1.0,0.2,0.0,0.08
005838,CJHXZZ13NZJZA,债券指数,创金合信中债1-3年政金债A,1.0112,1.0172,1.0105,1.0165,0.0007,0.07,开放申购,开放赎回,0.05%,5.43,0.15,0.05,0.0,0.05
005839,CJHXZZ13NZJZC,债券指数,创金合信中债1-3年政金债C,1.0034,1.0094,1.0027,1.0087,0.0007,0.07,开放申购,开放赎回,0.00%,0.1,0.15,0.05,0.1,0.00
005843,JYSAFQZQ,债券型,金元顺安沣泉债券,1.0760,1.0760,1.0778,1.0778,-0.0018,-0.17,开放申购,开放赎回,0.06%,1.14,0.7,0.1,0.0,0.06
005846,BYYTCZZQA,债券型,宝盈盈泰纯债债券A,1.1102,1.1622,1.1099,1.1619,0.0003,0.03,开放申购,开放赎回,0.08%,6.91,0.4,0.1,0.0,0.08
005852,ZYTLZQFQC,债券型,中银添利债券发起C,1.32,1.6820,1.3190,1.6810,0.0010,0.08,开放申购,开放赎回,0.08%,10.64,0.6,0.2,0.3,0.08
005864,GTRYSDCZZQ,债券型,国投瑞银顺达纯债债券,1.0287,1.0967,1.0284,1.0964,0.0003,0.03,开放申购,开放赎回,0.08%,63.53,0.3,0.1,0.0,0.08
005872,TPHLCZ,债券型,太平恒利纯债,1.0190,1.0836,1.0188,1.0834,0.0002,0.02,开放申购,开放赎回,0.08%,54.08,0.3,0.1,0.0,0.08
005886,HXDPZQA,债券型,华夏鼎沛债券A,1.3735,1.4101,1.3774,1.4140,-0.0039,-0.28,开放申购,开放赎回,0.08%,23.51,0.6,0.2,0.0,0.08
005887,HXDPZQC,债券型,华夏鼎沛债券C,1.3597,1.3960,1.3636,1.3999,-0.0039,-0.29,开放申购,开放赎回,0.00%,5.87,0.6,0.2,0.4,0.00
005890,XFBYCZA,债券型,先锋博盈纯债A,1.0897,1.0897,1.0899,1.0899,-0.0002,-0.02,开放申购,开放赎回,0.06%,0.12,0.7,0.1,0.0,0.06
005891,XFBYCZC,债券型,先锋博盈纯债C,1.0830,1.0830,1.0832,1.0832,-0.0002,-0.02,开放申购,开放赎回,0.00%,0.14,0.7,0.1,0.4,0.00
005892,XFHYCZA,债券型,先锋汇盈纯债A,1.1859,1.1859,1.1861,1.1861,-0.0002,-0.02,开放申购,开放赎回,0.06%,1.34,0.7,0.1,0.0,0.06
005893,XFHYCZC,债券型,先锋汇盈纯债C,1.1367,1.1367,1.1369,1.1369,-0.0002,-0.02,开放申购,开放赎回,0.00%,1.99,0.7,0.1,0.4,0.00
005908,HTBXZLZQA,债券型,华泰保兴尊利债券A,1.1523,1.1523,1.1512,1.1512,0.0011,0.10,开放申购,开放赎回,0.08%,1.06,0.75,0.2,0.0,0.08
005909,HTBXZLZQC,债券型,华泰保兴尊利债券C,1.1405,1.1405,1.1394,1.1394,0.0011,0.10,开放申购,开放赎回,0.00%,0.58,0.75,0.2,0.4,0.00
005920,FGYLCZZQ,债券型,富国颐利纯债债券,1.0203,1.0833,1.0193,1.0823,0.0010,0.10,开放申购,开放赎回,0.80%,9.97,0.3,0.1,0.0,0.80
005931,ZRHYCZA,债券型,中融恒裕纯债A,1.0467,1.0767,1.0462,1.0762,0.0005,0.05,开放申购,开放赎回,0.06%,14.45,0.3,0.1,0.0,0.06
005932,ZRHYCZC,债券型,中融恒裕纯债C,1.0439,1.0739,1.0434,1.0734,0.0005,0.05,开放申购,开放赎回,0.00%,0.0,0.3,0.1,0.3,0.00
005945,GYKZZYXZQA,债券型,工银可转债优选债券A,1.3847,1.3847,1.3921,1.3921,-0.0074,-0.53,开放申购,开放赎回,0.08%,0.37,1.0,0.2,0.0,0.08
005946,GYKZZYXZQC,债券型,工银可转债优选债券C,1.3691,1.3691,1.3764,1.3764,-0.0073,-0.53,开放申购,开放赎回,0.00%,0.19,1.0,0.2,0.4,0.00
005971,PAHJZQ,债券型,平安惠锦债券,1.0585,1.0985,1.0581,1.0981,0.0004,0.04,开放申购,开放赎回,0.80%,12.44,0.3,0.1,0.0,0.80
005972,JYYRCZZQA,债券型,交银裕如纯债债券A,1.0379,1.1079,1.0373,1.1073,0.0006,0.06,开放申购,开放赎回,0.80%,21.7,0.3,0.1,0.0,0.80
005973,JYYRCZZQC,债券型,交银裕如纯债债券C,1,1,1,1,0,0.00,开放申购,开放赎回,0.00%,0.0,0.3,0.1,0.1,0.00
005991,CXLFZQA,债券型,长信利丰债券A,1.3910,1.5680,1.3920,1.5690,-0.0010,-0.07,开放申购,开放赎回,0.08%,4.61,0.7,0.2,0.0,0.08
005992,GDCDZA,债券型,光大超短债A,1.0372,1.0815,1.0371,1.0814,0.0001,0.01,开放申购,开放赎回,0.04%,12.0,0.3,0.1,0.0,0.04
005993,GDCDZC,债券型,光大超短债C,1.0301,1.0710,1.0299,1.0708,0.0002,0.02,开放申购,开放赎回,0.00%,0.61,0.3,0.1,0.4,0.00
005996,GTRYSCCZZQ,债券型,国投瑞银顺昌纯债债券,1.0139,1.0809,1.0131,1.0801,0.0008,0.08,开放申购,开放赎回,0.08%,1.21,0.3,0.1,0.0,0.08
006030,NFCYZZA,债券型,南方昌元转债A,1.5295,1.5295,1.5355,1.5355,-0.0060,-0.39,开放申购,开放赎回,0.08%,0.62,1.0,0.2,0.0,0.08
006043,YYHYZQA,债券型,永赢惠益债券A,1.0320,1.1020,1.0315,1.1015,0.0005,0.05,开放申购,开放赎回,0.80%,44.48,0.3,0.1,0.0,0.80
006044,YYHYZQC,债券型,永赢惠益债券C,1.0311,1.1007,1.0306,1.1002,0.0005,0.05,开放申购,开放赎回,0.00%,0.0,0.3,0.1,0.2,0.00
006047,CXWJCZZQE,债券型,长信稳健纯债债券E,1.0477,1.2337,1.0472,1.2332,0.0005,0.05,开放申购,开放赎回,0.00%,0.04,0.3,0.1,0.1,0.00
006055,PYCHZQ,债券型,鹏扬淳合债券,1.0305,1.1325,1.0301,1.1321,0.0004,0.04,开放申购,开放赎回,0.04%,16.44,0.3,0.1,0.0,0.04
006057,PHFHZQLOFC,债券型,鹏华丰和债券(LOF)C,1.30,1.30,1.2980,1.2980,0.0020,0.15,开放申购,开放赎回,0.00%,0.76,0.8,0.2,0.4,0.00
006061,HTCXZQSYZQA,债券型,红土创新增强收益债券A,1.2274,1.2274,1.2363,1.2363,-0.0089,-0.72,开放申购,开放赎回,0.08%,0.78,0.6,0.1,0.0,0.08
006064,HTCXZQSYZQC,债券型,红土创新增强收益债券C,1.2241,1.2241,1.2330,1.2330,-0.0089,-0.72,开放申购,开放赎回,0.00%,0.07,0.6,0.1,0.3,0.00
006066,ZJYRCZZQA,债券型,中加颐睿纯债债券A,1.0173,1.1036,1.0169,1.1032,0.0004,0.04,开放申购,开放赎回,0.80%,30.28,0.3,0.1,0.0,0.80
006067,ZJYRCZZQC,债券型,中加颐睿纯债债券C,1.0105,1.0951,1.0101,1.0947,0.0004,0.04,开放申购,开放赎回,0.00%,0.0,0.3,0.1,0.4,0.00
006068,ZJYXCZZQA,债券型,中加颐信纯债债券A,1.0199,1.10,1.0193,1.0994,0.0006,0.06,开放申购,开放赎回,0.80%,4.58,0.3,0.1,0.0,0.80
