基金代码,scale,m_fee,c_fee,sale_fee,sub_fee
001507,0.01,0.6,0.2,0.2,0.00
001512,0.69,0.3,0.1,0.0,0.08
001513,67.89,1.5,0.25,0.0,0.15
001515,0.2,1.5,0.25,0.4,0.00
001518,0.61,0.6,0.15,0.0,0.06
001521,5.2,1.5,0.25,0.0,0.15
001528,1.75,1.5,0.25,0.0,0.15
001531,0.52,1.5,0.25,0.0,0.15
001532,1.96,1.5,0.25,0.0,0.15
001534,1.78,1.5,0.25,0.0,0.15
001535,0.21,1.5,0.25,0.0,0.15
001536,3.85,1.5,0.25,0.0,0.15
001537,0.73,1.5,0.25,0.0,0.15
001538,49.36,1.5,0.25,0.0,0.15
001539,0.59,0.5,0.1,0.0,0.12
001540,1.99,1.5,0.25,0.0,0.15
001541,4.21,1.5,0.25,0.0,0.15
001542,14.23,1.5,0.25,0.0,0.15
001543,4.96,1.5,0.25,0.0,0.15
001548,10.15,0.5,0.1,0.0,0.10
001549,7.73,0.5,0.1,0.2,0.00
001550,5.11,0.5,0.1,0.0,0.10
001551,6.97,0.5,0.1,0.2,0.00
001552,8.99,0.5,0.1,0.0,0.10
001553,19.57,0.5,0.1,0.2,0.00
001556,7.72,0.6,0.1,0.0,0.15
001557,3.25,0.6,0.1,0.3,0.00
001558,6.02,1.5,0.25,0.0,0.12
001559,8.09,1.5,0.25,0.4,0.00
001563,0.27,1.5,0.25,0.0,0.15
001564,7.77,1.5,0.25,0.0,1.50
001566,7.58,0.8,0.2,0.0,0.15
001567,0.9,0.8,0.2,0.1,0.00
001569,0.96,1.5,0.25,0.0,0.15
001571,0.2,0.6,0.1,0.0,0.12
001572,1.08,0.6,0.1,0.4,0.00
001573,1.01,0.6,0.1,0.0,0.15
001574,0.18,1.5,0.25,0.0,0.15
001575,0.0,0.3,0.05,0.0,0.01
001576,17.72,1.5,0.25,0.0,0.15
001577,2.49,1.5,0.25,0.0,0.15
001579,12.57,1.5,0.25,0.0,0.15
001581,7.49,1.5,0.25,0.0,0.15
001583,13.16,1.5,0.25,0.0,0.15
001588,0.23,0.5,0.1,0.0,0.10
001589,0.33,0.5,0.1,0.2,0.00
001592,10.73,0.5,0.1,0.0,0.10
001593,26.97,0.5,0.1,0.2,0.00
001594,28.19,0.5,0.1,0.0,0.10
001595,68.48,0.5,0.1,0.2,0.00
001601,1.23,0.8,0.25,0.0,0.12
001602,0.0,0.8,0.25,0.8,0.00
001603,8.79,0.9,0.25,0.0,0.10
001604,0.69,1.5,0.25,0.0,0.15
001605,54.07,1.5,0.25,0.0,0.15
001607,0.8,0.6,0.25,0.0,0.08
001608,0.12,0.6,0.25,0.4,0.00
001613,0.5,1.5,0.25,0.0,0.15
001614,0.07,1.5,0.25,0.0,0.15
001616,59.43,1.5,0.25,0.0,0.15
001617,4.88,0.5,0.1,0.0,0.10
001618,16.54,0.5,0.1,0.2,0.00
001623,5.13,1.5,0.25,0.0,0.15
001626,2.66,1.5,0.25,0.0,0.15
001628,0.45,1.5,0.25,0.0,0.15
001629,4.53,0.5,0.1,0.0,0.10
001630,18.11,0.5,0.1,0.2,0.00
001631,15.08,0.5,0.1,0.0,0.10
001632,27.84,0.5,0.1,0.2,0.00
001633,9.19,0.6,0.2,0.0,0.06
001634,9.59,0.6,0.2,0.2,0.00
001637,2.14,1.5,0.25,0.0,0.15
001638,0.11,1.0,0.25,0.1,0.15
001645,19.28,1.5,0.25,0.0,0.15
001651,4.94,1.5,0.25,0.0,0.15
001656,1.51,1.5,0.2,0.0,0.15
001657,0.13,1.2,0.2,0.0,0.15
001659,0.45,1.5,0.25,0.0,0.15
001660,1.55,0.9,0.25,0.0,0.15
001662,1.2,1.5,0.25,0.0,0.15
001663,0.56,1.5,0.25,0.0,0.15
001667,2.93,1.5,0.25,0.0,0.15
001668,21.83,1.8,0.35,0.0,0.16
001672,3.68,1.5,0.25,0.0,0.15
001675,0.31,0.7,0.15,0.0,0.05
001676,0.06,0.7,0.15,0.5,0.00
001677,3.83,1.5,0.25,0.0,0.15
001678,0.67,1.0,0.15,0.0,0.15
001679,30.35,1.5,0.25,0.0,0.15
001681,4.67,1.0,0.25,0.0,0.15
001682,0.09,1.5,0.25,0.0,0.15
001685,4.63,1.5,0.25,0.0,0.15
001691,8.91,1.8,0.3,0.0,0.16
001692,2.98,1.5,0.25,0.0,0.15
001694,55.19,1.5,0.25,0.0,0.15
001695,20.96,0.8,0.15,0.0,0.15
001696,1.18,1.5,0.25,0.0,0.15
001701,1.44,1.5,0.25,0.0,0.15
001702,7.05,1.5,0.25,0.0,0.15
001703,3.02,1.5,0.25,0.0,0.15
001704,3.97,1.5,0.25,0.0,0.15
001705,41.47,1.5,0.25,0.0,0.15
001707,1.09,1.5,0.25,0.0,0.15
001708,0.09,1.5,0.25,0.0,0.15
001709,0.19,1.5,0.25,0.0,0.15
001712,15.27,1.5,0.25,0.0,1.50
001716,0.86,1.0,0.25,0.0,0.15
001717,67.36,1.5,0.25,0.0,0.15
001718,1.74,1.5,0.25,0.0,0.15
001719,1.74,1.5,0.25,0.0,0.15
001723,0.43,1.5,0.25,0.0,0.15
001725,16.41,1.5,0.25,0.0,0.15
001726,4.94,1.5,0.25,0.0,0.15
001730,0.45,1.5,0.25,0.0,0.15
001731,0.57,1.0,0.1,0.0,0.12
001732,0.89,1.0,0.1,0.0,0.06
001734,0.46,1.65,0.1,0.0,0.12
001735,0.15,1.65,0.1,0.0,0.06
001736,31.22,1.5,0.25,0.0,0.15
001740,11.58,1.5,0.25,0.0,0.15
001741,1.06,1.0,0.1,0.0,0.12
001742,1.08,1.0,0.1,0.0,0.06
001743,0.09,1.2,0.1,0.0,0.15
001744,0.02,1.2,0.15,0.0,0.15
001745,6.55,0.6,0.1,0.0,0.60
001746,1.43,0.6,0.1,0.2,0.00
001747,7.48,0.6,0.1,0.0,0.60
001748,1.86,0.6,0.1,0.2,0.00
001749,5.19,1.5,0.25,0.0,0.15
001750,1.11,0.3,0.1,0.0,0.05
001751,0.09,0.7,0.2,0.0,0.08
001752,0.1,0.7,0.2,0.4,0.00
001753,2.77,1.5,0.25,0.0,0.15
001758,3.64,1.5,0.25,0.0,0.15
001763,7.04,1.5,0.25,0.0,0.15
001764,7.6,1.5,0.25,0.0,0.15
001766,14.3,1.5,0.25,0.0,0.15
001779,0.17,0.8,0.2,0.0,0.08
001780,0.76,1.5,0.25,0.0,0.15
001781,0.22,1.5,0.25,0.0,0.15
001782,0.04,1.0,0.1,0.0,0.15
001783,49.84,0.3,0.05,0.0,0.06
001784,0.0,0.3,0.05,0.3,0.00
001790,81.42,1.5,0.25,0.0,0.15
001791,0.14,1.5,0.25,0.0,0.15
001792,1.52,1.5,0.25,0.8,0.00
001794,5.25,0.3,0.1,0.0,0.01
001795,0.53,1.5,0.25,0.0,0.15
001796,5.49,0.9,0.2,0.0,0.15
001797,0.04,0.6,0.15,0.0,0.12
001798,1.91,1.0,0.15,0.0,0.12
001799,0.06,1.0,0.15,0.4,0.00
001800,0.58,1.5,0.25,0.0,0.12
001802,12.6,0.6,0.15,0.0,0.60
001803,0.0,0.6,0.15,0.2,0.00
001808,1.27,1.5,0.25,0.0,0.15
001809,4.63,1.5,0.2,0.0,0.15
001810,16.07,1.5,0.25,0.0,0.15
001815,1.61,1.5,0.25,0.0,0.15
001816,3.29,0.9,0.25,0.0,0.15
001822,2.85,1.5,0.25,0.0,0.15
001824,0.06,0.6,0.25,0.0,0.15
001825,1.04,1.5,0.25,0.0,0.15
001827,1.1,1.5,0.25,0.0,0.15
001829,0.33,1.5,0.25,0.0,0.15
001830,0.54,1.5,0.25,0.0,0.15
001832,12.71,0.6,0.15,0.0,0.06
001834,1.75,1.0,0.25,0.2,0.00
001837,37.41,1.5,0.25,0.0,0.15
001838,36.52,1.5,0.25,0.0,0.15
001844,0.21,1.0,0.1,0.2,0.00
001849,0.67,1.5,0.25,0.0,0.15
001852,76.26,1.5,0.25,0.0,0.15
001856,26.47,1.5,0.25,0.0,0.15
001857,7.19,1.5,0.25,0.0,0.15
001858,2.88,1.5,0.25,0.0,0.15
001861,0.92,1.5,0.25,0.0,0.15
001862,17.92,0.7,0.2,0.0,0.80
001863,1.68,0.7,0.2,0.4,0.00
001864,0.69,1.5,0.25,0.0,0.15
001865,0.3,0.9,0.05,0.1,0.15
001869,7.15,1.5,0.25,0.0,0.15
001874,6.87,1.5,0.25,0.0,0.15
001875,73.55,1.5,0.25,0.0,0.15
001876,26.85,1.0,0.3,0.0,0.80
001877,0.41,1.5,0.25,0.0,0.15
001878,30.42,1.5,0.25,0.0,0.15
001879,6.58,1.0,0.15,0.0,0.15
001880,0.68,1.5,0.25,0.0,0.15
001881,27.77,1.5,0.25,0.0,1.50
001882,0.59,1.5,0.25,0.0,1.50
001883,0.25,1.5,0.25,0.0,1.50
001884,1.65,1.5,0.25,0.0,1.50
001885,1.55,1.5,0.25,0.0,1.50
001886,1.18,1.5,0.25,0.0,1.50
001887,0.53,1.5,0.25,0.0,1.50
001888,0.69,1.5,0.25,0.0,1.50
001889,0.26,0.7,0.2,0.0,0.08
001891,0.18,0.0,0.25,0.0,0.15
001892,1.85,1.5,0.25,0.0,0.15
001897,1.41,1.5,0.25,0.0,0.15
001898,8.58,1.5,0.25,0.0,0.15
001899,0.29,0.8,0.1,0.0,0.12
001900,0.25,1.5,0.25,0.0,0.15
001905,0.48,1.5,0.25,0.0,0.12
001907,1.15,1.5,0.25,0.0,0.15
001908,0.56,1.5,0.25,0.6,0.00
001910,45.82,1.5,0.25,0.0,0.15
001914,0.21,1.5,0.2,0.0,0.12
001915,9.61,1.5,0.25,0.0,0.15
001917,0.57,1.5,0.25,0.0,0.15
001918,0.5,0.3,0.1,0.0,0.08
001919,0.0,0.3,0.1,0.1,0.00
001920,0.01,0.4,0.1,0.0,0.08
001921,0.0,0.4,0.1,0.4,0.00
001924,4.8,1.5,0.25,0.0,0.15
001927,12.59,1.5,0.25,0.0,0.15
001928,4.72,1.5,0.25,0.5,0.00
001932,7.04,0.8,0.25,0.0,0.08
001933,2.16,1.5,0.25,0.0,0.15
001940,1.47,1.5,0.25,0.0,0.15
001942,0.03,0.6,0.1,0.0,0.15
001943,0.8,0.6,0.1,0.1,0.00
001945,14.59,0.7,0.15,0.0,0.80
001946,0.63,0.7,0.15,0.4,0.00
001947,0.1,0.8,0.25,0.0,0.10
001948,0.26,0.7,0.2,0.0,0.08
001949,0.13,0.7,0.2,0.4,0.00
001951,3.88,1.5,0.25,0.0,0.15
001955,8.15,1.5,0.25,0.0,0.15
001956,18.49,1.5,0.25,0.0,0.15
001957,2.53,0.4,0.1,0.0,0.08
001958,0.48,0.4,0.1,0.4,0.00
001959,4.46,1.5,0.25,0.0,0.15
001963,36.82,0.5,0.1,0.0,0.08
001965,0.95,0.6,0.2,0.0,0.15
001966,0.27,0.6,0.2,0.1,0.00
001967,0.38,0.75,0.15,0.0,0.15
001970,0.54,1.5,0.25,0.0,0.15
001972,0.07,1.5,0.25,0.0,0.15
001974,7.67,1.5,0.25,0.0,0.15
001975,62.91,1.5,0.25,0.0,0.15
001978,0.54,1.5,0.25,0.0,0.15
001979,0.39,1.5,0.25,0.0,0.15
001980,2.46,1.2,0.2,0.0,0.15
001983,0.73,1.5,0.25,0.0,0.15
001984,17.64,1.5,0.25,0.0,0.15
001985,66.16,1.5,0.25,0.0,0.15
001986,11.89,1.5,0.25,0.0,0.15
001988,5.87,0.3,0.1,0.0,0.08
001989,0.03,0.3,0.1,0.4,0.00
001990,7.3,1.5,0.25,0.0,0.15
001997,1.18,1.0,0.25,0.6,0.00
002009,10.57,0.6,0.15,0.0,0.10
002010,4.05,0.6,0.15,0.3,0.00
002011,90.5,1.5,0.25,0.0,0.15
002015,7.67,0.6,0.1,0.0,0.15
002016,0.84,0.6,0.1,0.1,1.50
002020,0.43,1.5,0.25,0.0,0.15
002023,0.36,0.8,0.15,0.0,0.10
002024,1.52,0.8,0.15,0.25,0.00
002027,14.49,0.6,0.2,0.0,0.80
002028,0.0,0.8,0.15,0.2,0.00
002029,2.9,1.0,0.2,0.2,0.00
002031,9.69,1.5,0.25,0.0,0.15
002035,0.02,1.5,0.25,0.1,0.15
002036,1.26,1.0,0.2,0.2,0.00
002052,0.0,0.6,0.25,0.1,1.50
002053,0.0,1.5,0.25,0.1,1.50
002057,4.77,0.6,0.1,0.0,0.10
002058,3.77,0.6,0.1,0.1,0.00
002063,1.65,0.9,0.2,0.1,0.00
002064,3.02,1.5,0.25,0.0,0.15
002065,0.07,0.7,0.2,0.0,0.08
002066,0.06,0.7,0.2,0.4,0.00
002068,0.75,0.7,0.25,0.2,0.00
002071,0.09,1.2,0.25,0.5,0.00
002072,0.15,1.0,0.2,0.5,0.00
002079,11.94,1.5,0.25,0.1,0.15
002080,0.09,1.5,0.25,0.1,0.15
002082,1.55,1.5,0.25,0.2,0.00
002083,9.12,1.5,0.25,0.0,0.10
002084,7.05,1.5,0.25,0.1,0.10
002086,5.11,0.4,0.14,0.1,0.00
002101,0.01,0.8,0.2,0.0,0.08
002102,0.01,0.8,0.2,0.3,0.00
002103,8.88,1.5,0.25,0.0,0.15
002106,0.21,0.6,0.25,0.25,0.00
002112,0.96,0.7,0.15,0.1,0.00
002121,54.93,1.5,0.25,0.0,0.15
002123,0.18,1.5,0.25,0.0,0.15
002124,11.62,1.5,0.25,0.0,0.15
002125,0.89,1.5,0.25,0.0,0.15
002132,12.66,1.0,0.2,0.0,0.15
002137,0.71,1.5,0.25,0.0,0.15
002142,9.52,1.5,0.25,0.0,0.15
002145,0.52,1.5,0.25,0.0,0.15
002148,9.57,0.6,0.2,0.0,0.10
002155,0.58,0.8,0.2,0.0,0.15
002158,0.04,0.9,0.2,0.4,0.00
002159,0.11,1.5,0.25,0.0,0.15
002160,5.9,1.5,0.25,0.0,0.15
002164,2.54,0.9,0.25,0.4,0.00
002166,7.89,0.9,0.2,0.3,0.00
002167,0.73,1.5,0.25,0.0,0.12
002168,47.84,1.5,0.25,0.0,0.15
002169,25.04,0.3,0.1,0.0,0.09
002170,0.0,1.5,0.25,0.2,0.00
002179,0.52,1.5,0.25,0.0,0.15
002180,2.46,0.6,0.15,0.0,0.15
002181,0.9,1.5,0.25,0.0,0.15
002191,0.47,1.5,0.25,0.0,0.15
002194,5.12,0.7,0.2,0.0,0.08
002199,4.2,1.0,0.2,0.25,0.12
002207,8.65,1.5,0.25,0.1,0.15
002210,2.43,1.5,0.25,0.0,0.15
002213,1.58,1.5,0.25,0.1,0.08
002214,0.37,1.5,0.25,0.0,0.15
002216,1.7,1.5,0.25,0.0,0.15
002217,1.22,1.5,0.25,0.5,0.00
002227,28.05,0.6,0.15,0.0,0.08
002228,9.03,0.6,0.15,0.5,0.00
002230,0.96,1.8,0.35,0.0,0.15
002236,0.5,0.8,0.1,0.0,0.12
002244,0.9,1.5,0.25,0.0,0.15
002245,8.52,0.7,0.15,0.0,0.08
002246,3.17,0.7,0.15,0.3,0.00
002249,3.07,1.5,0.25,0.0,0.15
002251,26.47,1.5,0.25,0.0,0.15
002256,0.15,1.5,0.25,0.0,0.15
002258,0.55,1.5,0.25,0.0,0.15
002259,5.66,1.5,0.25,0.0,0.15
002261,4.33,0.6,0.1,0.0,0.10
002262,3.09,0.6,0.1,0.1,0.00
002263,0.44,1.5,0.25,0.0,0.15
002264,16.2,1.5,0.25,0.0,0.15
002268,43.49,0.3,0.05,0.0,0.06
002270,5.07,1.5,0.25,0.0,0.15
002271,0.78,1.5,0.25,0.0,0.15
002272,2.39,1.5,0.25,0.0,0.15
002273,1.79,0.7,0.17,0.3,0.00
002274,5.37,0.3,0.1,0.0,0.08
002275,0.03,0.3,0.1,0.25,0.00
002280,1.4,0.7,0.2,0.0,0.08
002281,1.01,1.5,0.25,0.0,0.15
002286,4.3,1.0,0.25,0.0,0.08
002287,4.3,1.0,0.25,0.0,0.80
002288,1.18,1.5,0.25,0.0,0.15
002289,0.9,1.5,0.25,0.0,0.15
002291,1.93,1.5,0.25,0.0,0.15
002292,0.36,1.5,0.25,0.0,0.15
002293,2.05,1.5,0.25,0.0,0.15
002295,2.39,1.5,0.25,0.0,0.10
002296,0.61,1.5,0.25,0.0,0.15
002300,1.24,1.5,0.25,0.0,0.15
002301,14.34,0.3,0.1,0.0,0.04
002303,0.14,1.5,0.25,0.0,0.15
002307,6.69,1.5,0.25,0.0,0.15
002310,3.11,0.8,0.1,0.0,0.15
002311,4.79,0.8,0.1,0.0,0.15
002313,2.07,0.6,0.25,0.3,0.00
002314,1.03,0.6,0.25,0.3,0.00
002315,4.33,0.8,0.1,0.1,0.00
002316,4.37,0.8,0.1,0.1,0.00
002317,3.59,1.5,0.25,0.0,0.15
002319,1.45,1.5,0.25,0.0,0.15
002322,2.97,0.6,0.15,0.3,0.00
002326,0.69,0.6,0.15,0.3,0.00
002327,0.06,0.6,0.1,0.3,0.00
002330,4.13,0.7,0.25,0.5,0.00
002332,14.41,1.5,0.25,0.0,0.15
002333,0.13,1.5,0.25,0.5,0.00
002334,0.21,1.5,0.25,0.0,0.15
002335,0.02,1.5,0.25,0.5,0.00
002338,0.26,0.3,0.05,0.0,0.08
002342,1.14,0.5,0.1,0.0,0.80
002344,0.0,0.5,0.1,0.35,0.00
002345,4.76,1.5,0.25,0.0,0.15
002351,239.84,0.4,0.1,0.0,0.10
002355,0.06,0.6,0.2,0.0,0.06
002360,0.77,1.5,0.25,0.1,0.15
002361,5.36,0.7,0.1,0.0,0.08
002362,0.41,0.7,0.1,0.4,0.00
002363,12.29,0.9,0.2,0.0,0.12
002364,5.63,0.9,0.2,0.6,0.00
002367,4.97,1.5,0.25,0.0,0.10
002376,6.09,1.5,0.25,0.0,0.15
002377,32.82,0.3,0.1,0.0,0.06
002378,1.4,1.5,0.25,0.0,0.15
002379,1.04,1.8,0.35,0.0,0.15
002380,1.04,1.8,0.35,0.0,1.50
002381,2.09,0.5,0.2,0.0,0.08
002382,1.16,0.5,0.2,0.4,0.00
002387,13.26,1.5,0.25,0.0,0.15
002388,3.43,0.6,0.15,0.0,0.10
002400,6.84,0.8,0.22,0.0,0.08
002401,2.02,0.8,0.22,0.5,0.00
002402,6.84,0.8,0.22,0.0,0.80
002403,2.02,0.8,0.22,0.5,0.00
002405,10.58,0.7,0.2,0.0,0.08
002406,0.93,0.7,0.2,0.4,0.00
002408,3.98,1.0,0.2,0.0,0.12
002412,0.06,0.7,0.2,0.0,0.08
002413,3.8,0.6,0.1,0.0,0.10
002414,3.24,0.6,0.1,0.1,0.00
002416,0.03,1.5,0.25,0.5,0.15
002418,0.94,0.9,0.25,0.4,0.00
002419,3.45,1.2,0.25,0.0,0.12
002420,2.92,1.5,0.25,0.0,0.12
002421,0.07,0.7,0.2,0.0,0.08
002422,0.06,0.7,0.2,0.4,0.00
002423,2.23,1.0,0.25,0.0,1.20
002424,0.59,1.5,0.25,0.0,0.15
002430,7.46,0.6,0.1,0.0,0.10
002431,5.83,0.6,0.1,0.1,0.00
002434,4.46,0.6,0.1,0.0,0.10
002435,3.12,0.6,0.1,0.1,0.00
002436,0.08,1.2,0.25,0.5,0.00
002440,0.19,0.7,0.2,0.0,0.08
002441,1.82,0.7,0.15,0.4,0.00
002443,0.97,1.5,0.25,0.0,0.15
002445,43.61,0.3,0.05,0.0,0.06
002446,17.43,1.5,0.2,0.0,0.10
002450,6.81,1.5,0.25,0.0,0.15
002451,3.11,1.5,0.25,0.8,0.00
002453,0.09,1.5,0.25,0.0,0.15
002454,0.07,1.5,0.25,0.8,0.00
002459,21.72,0.6,0.1,0.0,0.08
002460,4.08,0.6,0.1,0.1,0.00
002461,5.27,0.6,0.1,0.0,0.10
002462,2.31,0.6,0.1,0.1,0.00
002465,0.01,0.6,0.15,0.0,0.15
002472,2.22,1.5,0.25,0.0,0.15
002474,27.39,0.8,0.2,0.0,0.08
002482,10.17,1.5,0.25,0.0,0.15
002490,1.25,0.6,0.15,0.0,0.08
002492,3.06,0.7,0.2,0.35,0.00
002495,0.15,1.5,0.25,0.0,0.15
002496,0.5,1.5,0.25,0.1,0.15
002501,103.58,0.5,0.1,0.0,0.08
002502,4.4,0.6,0.1,0.0,0.10
002503,4.04,0.6,0.1,0.1,0.00
002510,5.18,1.0,0.2,0.1,0.12
002512,0.62,1.5,0.25,0.0,0.15
002521,45.7,0.55,0.15,0.0,0.08
002522,0.31,0.55,0.15,0.4,0.00
002524,0.32,0.3,0.1,0.0,0.06
002528,4.07,0.6,0.15,0.0,0.08
002529,1.89,0.6,0.15,0.3,0.00
002533,0.17,0.6,0.2,0.1,0.00
002534,8.8,0.65,0.18,0.0,0.08
002535,4.11,0.6,0.1,0.0,0.10
002536,1.29,0.6,0.1,0.1,0.00
002537,2.66,1.5,0.25,0.0,0.12
002543,0.35,1.5,0.25,0.0,0.15
002544,0.18,1.5,0.25,0.6,0.00
002553,0.15,1.5,0.25,0.5,0.00
002555,0.29,1.5,0.25,0.5,0.00
002556,0.35,1.5,0.25,0.5,0.00
002560,82.17,1.5,0.25,0.0,0.15
002561,4.15,0.8,0.25,0.0,0.15
002562,13.19,1.5,0.2,0.0,0.15
002563,10.52,1.5,0.2,0.0,0.15
002564,0.13,0.6,0.15,0.0,0.15
002567,0.26,1.5,0.25,0.0,0.15
002573,1.07,1.5,0.25,0.0,0.15
002577,4.04,1.5,0.25,0.0,0.15
002580,0.31,1.5,0.25,0.1,1.50
002583,0.0,1.2,0.25,0.1,1.50
002584,0.05,1.5,0.25,0.0,0.15
002585,0.54,1.5,0.25,0.0,0.15
002586,0.08,0.7,0.15,0.0,0.08
002587,0.14,0.7,0.15,0.2,0.00
002588,0.28,0.8,0.1,0.0,0.12
002592,0.81,0.6,0.2,0.0,0.06
002594,2.24,1.5,0.25,0.0,0.15
002595,0.88,1.5,0.25,0.0,0.15
002597,5.63,1.5,0.25,0.0,0.15
002598,0.13,1.5,0.25,0.0,0.15
002599,0.08,1.5,0.25,0.6,0.00
002601,1.28,1.5,0.25,0.0,0.15
002604,0.98,0.8,0.25,0.0,0.15
002610,8.27,0.5,0.1,0.0,0.06
002611,65.53,0.5,0.1,0.35,0.00
002618,3.63,0.6,0.15,0.0,0.10
002619,4.12,0.6,0.15,0.1,0.00
002620,14.38,1.5,0.25,0.0,0.15
002621,32.77,1.5,0.25,0.0,0.15
002624,29.93,1.5,0.25,0.0,0.15
002628,2.49,1.5,0.25,0.0,0.15
002629,0.77,1.5,0.25,0.5,0.00
002630,0.01,0.7,0.15,0.0,0.06
002631,0.25,0.7,0.15,0.5,0.00
002634,0.44,1.5,0.25,0.0,0.15
002636,0.84,0.5,0.1,0.0,0.08
002637,0.16,0.5,0.1,0.5,0.00
002638,61.62,0.3,0.1,0.0,0.08
002640,2.63,1.0,0.1,0.0,0.12
002644,0.17,0.7,0.2,0.0,0.08
002645,0.0,0.7,0.2,0.4,0.00
002649,3.76,0.6,0.15,0.0,1.50
002650,33.19,0.3,0.1,0.0,0.70
002651,28.3,0.7,0.2,0.0,0.80
002652,3.05,0.7,0.2,0.4,0.00
002653,10.79,1.5,0.2,0.0,0.15
002654,0.28,1.5,0.25,0.0,0.15
002656,17.04,0.15,0.05,0.0,0.12
002659,26.2,0.15,0.05,0.0,0.05
002662,0.13,1.5,0.25,0.0,0.15
002663,0.5,1.5,0.25,0.1,0.15
002664,0.0,0.6,0.12,0.0,0.06
002665,2.79,0.6,0.12,0.1,0.00
002666,1.45,1.5,0.25,0.0,0.15
002667,0.07,1.5,0.25,0.1,0.15
002669,10.64,1.5,0.25,0.0,0.15
002670,6.34,1.0,0.12,0.0,0.10
002671,2.51,1.0,0.12,0.4,0.00
002681,0.54,1.5,0.2,0.0,0.12
002682,0.49,1.5,0.2,0.6,0.00
002683,3.76,1.5,0.25,0.0,0.15
002685,8.62,1.5,0.25,0.0,0.15
002686,0.81,1.5,0.25,0.8,0.00
002690,0.19,0.6,0.2,0.0,0.15
002691,0.36,0.6,0.2,0.1,0.00
002692,100.01,1.5,0.25,0.0,0.15
002694,0.59,1.5,0.25,0.0,0.15
002697,19.0,1.5,0.25,0.8,0.00
002701,40.72,0.7,0.2,0.0,0.80
002702,4.74,0.7,0.2,0.4,0.00
002703,0.49,1.5,0.25,0.0,0.15
002704,0.59,0.3,0.1,0.0,0.06
002705,0.0,0.3,0.1,0.25,0.00
002707,1.93,1.5,0.25,0.0,0.15
002708,7.35,1.5,0.25,0.0,0.15
002717,0.2,1.5,0.15,0.0,0.10
002718,2.53,1.5,0.15,0.33,0.00
002720,2.75,0.8,0.2,0.0,0.08
002721,0.42,0.8,0.2,0.35,0.00
002723,3.66,0.5,0.15,0.0,0.05
002724,0.01,0.5,0.15,0.5,0.00
002730,0.95,0.6,0.15,0.0,0.15
002731,0.07,0.6,0.15,0.2,0.00
002734,41.35,0.6,0.13,0.0,0.08
002735,0.21,0.6,0.13,0.35,0.00
002738,82.84,0.6,0.13,0.0,0.08
002739,1.43,0.6,0.13,0.35,0.00
002742,22.16,0.6,0.13,0.0,0.08
002743,0.44,0.6,0.13,0.35,0.00
002745,0.08,0.6,0.1,0.0,0.08
002765,0.02,0.7,0.2,0.0,0.08
002766,0.01,0.7,0.2,0.4,0.00
002767,25.01,1.2,0.2,0.0,0.10
002769,0.24,0.3,0.1,0.2,0.00
002770,3.74,0.8,0.1,0.0,0.08
002771,4.86,0.8,0.1,0.2,0.00
002773,3.09,0.6,0.15,0.0,0.08
002774,0.57,0.6,0.15,0.1,0.00
002780,6.35,1.5,0.15,0.0,0.15
002783,10.27,0.7,0.2,0.0,1.00
002784,2.57,0.7,0.2,0.4,0.00
002785,0.11,0.8,0.2,0.0,0.08
002786,0.01,0.8,0.2,0.4,0.00
002794,0.91,0.7,0.2,0.0,0.08
002796,2.31,0.3,0.1,0.0,0.08
002797,0.01,0.3,0.1,0.4,0.00
002801,6.45,0.8,0.15,0.0,0.15
002802,4.35,1.0,0.15,0.0,0.12
002803,78.45,1.5,0.25,0.0,1.50
002808,11.5,1.5,0.25,0.0,0.15
002823,0.19,1.5,0.25,0.0,0.15
002824,0.07,1.5,0.25,0.5,0.15
002844,1.02,1.5,0.25,0.0,0.15
002845,0.03,0.8,0.25,0.5,0.00
002849,0.97,1.5,0.25,0.0,0.15
002850,0.36,1.5,0.25,0.0,1.50
002851,21.67,1.5,0.25,0.0,0.15
002860,0.03,0.6,0.1,0.0,0.15
002861,1.59,1.5,0.25,0.0,0.15
002863,0.55,1.5,0.25,0.0,0.15
002864,28.99,0.3,0.1,0.0,0.04
002865,9.92,0.3,0.1,0.35,0.00
002866,0.64,0.5,0.1,0.0,0.08
002881,7.29,0.3,0.1,0.0,0.08
002882,0.35,0.3,0.1,0.2,0.00
002885,0.69,1.5,0.25,0.0,0.15
002891,6.23,1.8,0.35,0.0,0.15
002892,6.23,1.8,0.35,0.0,1.50
002893,6.23,1.8,0.35,0.0,1.50
002898,30.3,0.3,0.07,0.0,0.80
002899,0.0,0.3,0.07,0.5,0.00
002900,4.44,0.5,0.1,0.0,0.12
002903,9.92,0.5,0.1,0.2,0.00
002906,4.35,1.0,0.2,0.0,0.15
002907,1.66,1.0,0.2,0.4,0.00
002910,13.45,1.5,0.25,0.0,0.15
002919,0.43,1.5,0.25,0.0,0.15
002920,70.17,0.3,0.1,0.0,0.04
002925,1.14,0.5,0.1,0.0,0.80
002926,0.0,0.5,0.1,0.4,0.00
002932,20.79,0.7,0.2,0.0,0.06
002933,0.12,0.7,0.2,0.4,0.00
002938,0.49,1.5,0.2,0.0,0.15
002939,146.25,1.5,0.25,0.0,0.15
002943,1.24,1.5,0.25,0.0,0.15
002945,2.69,1.5,0.25,0.0,0.15
002959,4.69,1.5,0.25,0.0,0.12
002961,89.08,0.6,0.1,0.0,0.08
